IDNO | PAYMENT_NO | RefReceiptNO | R_DATE | R_MONEY | R_BANK | R_PRNDATE | PayType
113-11082 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12001 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12005 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12006 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12009 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12010 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12015 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12017 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12021 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12023 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12024 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12027 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12031 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12033 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12034 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12035 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12036 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12036 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12042 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12042 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12047 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12047 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12048 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12049 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12049 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12050 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12051 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12052 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12052 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12052 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12053 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12056 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12056 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12057 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12060 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12061 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12062 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12062 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12064 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12064 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12065 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12065 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-12068 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14001 | 99 | 10R0116097 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14002 | 99 | 10R0120167 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14003 | 99 | 10R0206079 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14004 | 99 | 10R0209138 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14005 | 99 | 10R0218126 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14006 | 99 | 10R0213054 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14007 | 99 | 10R0213055 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14008 | 99 | 10R0225166 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14009 | 99 | 10R0305183 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14010 | 99 | 10R0318154 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14011 | 99 | 10R0508063 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14012 | 99 | 10R0510080 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14013 | 99 | 10R0528029 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14014 | 99 | 10R0612083 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14015 | 99 | 10R0626036 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14016 | 99 | 10R0623118 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14017 | 99 | 10R0701050 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14018 | 99 | 10R0701051 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14019 | 99 | 10R0703012 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14020 | 99 | 10R0703017 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14021 | 99 | 10R0707038 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14022 | 99 | 10R0707040 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14023 | 99 | 10R0707050 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14024 | 99 | 10R0707051 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14025 | 99 | 10R0715117 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14026 | 99 | 10R0723140 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14027 | 99 | 10R0709126 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14028 | 99 | 10R0708118 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14029 | 99 | 10R0801034 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14030 | 99 | 10R0818029 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14031 | 99 | 10R0818031 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14032 | 99 | 10R0901129 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14033 | 99 | 10R0904052 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14034 | 99 | 10R0826112 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14035 | 99 | 10R0827137 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14036 | 99 | 10R0903135 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14037 | 99 | 10R0902132 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14038 | 99 | 10R0830177 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14039 | 99 | 10R0918045 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14040 | 99 | 10R0918091 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14041 | 99 | 10R0907128 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14042 | 99 | 10R1016080 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14043 | 99 | 10R1016081 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14044 | 99 | 10R1029146 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14045 | 99 | 10R1117099 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14046 | 99 | 10R1119130 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14047 | 99 | 10R1215097 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14048 | 99 | 10R1126125 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14049 | 99 | 10R1126126 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14050 | 99 | 10R1126127 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14051 | 99 | 10R1126128 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14052 | 99 | 10R1203212 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14053 | 99 | 10R1201141 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14054 | 99 | 10R1201142 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14055 | 99 | 10R1225034 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14056 | 99 | 10R1201143 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14057 | 99 | 10R1221139 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-14058 | 99 | 10R1228130 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22008 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22010 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22010 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22034 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22034 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22037 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22037 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22051 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22065 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22067 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
113-22095 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01003 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01013 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01013 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01013 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01026 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01033 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01039 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01040 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01041 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01045 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01045 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01049 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01049 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01050 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01050 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01064 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01074 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-01075 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02004 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02005 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02005 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02009 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02017 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02017 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02018 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02018 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02019 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02020 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02025 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02031 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02032 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02038 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02047 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02050 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02054 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02067 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02067 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02071 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02074 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02074 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02075 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02077 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-02077 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03001 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03007 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03030 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03035 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03036 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03038 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03038 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03039 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03042 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03043 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03048 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03049 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03065 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03066 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03072 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03078 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03091 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03092 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03093 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03095 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03096 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03096 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03103 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03111 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03111 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-03114 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04001 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04002 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04010 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04011 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04018 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04031 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04031 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04035 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04046 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04047 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04051 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
114-04055 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
